customer_id,nama,gender,pendidikan,umur,alamat,nomor_telepon,status_pernikahan,pendapatan
CUS_159757,"R. Zelaya Laksmiwati, S.Sos",pria,Sarjana,46,"Gang Monginsidi No. 741
Pekanbaru, Sumatera Utara 53323",+62811-2306-2165,Single,82500000
CUS_160951,Yance Permadi,pria,SMA/SMK/MA,43,"Jalan Pacuan Kuda No. 50
Malang, NB 91686",+62884-7783-6946,Single,68500000
CUS_161335,Tgk. Sadina Sirait,wanita,SMA/SMK/MA,49,"Gang Rawamangun No. 272
Tegal, SU 18961",+62823-3044-9871,Sudah menikah,21000000
CUS_161470,Vera Winarno,wanita,SMP,43,"Gang Medokan Ayu No. 2
Solok, Kepulauan Riau 43950",+62826-5515-1227,Sudah menikah,8000000
CUS_163037,"Salsabila Andriani, M.Pd",pria,Magister,53,"Jalan Ahmad Dahlan No. 84
Solok, Sulawesi Barat 15303",+62800-8934-7527,Sudah menikah,62500000
CUS_166639,"Melinda Oktaviani, S.E.I",pria,Sarjana,26,"Jl. Surapati No. 385
Pontianak, PB 91089",+62853-4598-5326,Sudah menikah,86000000
CUS_167529,"R.M. Budi Marpaung, S.T.",wanita,Sarjana,53,"Gg. Ahmad Dahlan No. 3
Gorontalo, JI 29952",+62871-8287-4004,Single,22000000
CUS_168484,Margana Utama,wanita,SMA/SMK/MA,44,"Gg. Waringin No. 07
Surakarta, SG 63415",+62852-0014-7762,Sudah menikah,32500000
CUS_169382,Salwa Suryono,pria,Sarjana,47,"Gang Rungkut Industri No. 553
Kota Administrasi Jakarta Utara, BT 43723",+62856-1773-2305,Single,51500000
CUS_169620,Cornelia Mandasari,pria,SMA/SMK/MA,60,"Jalan Abdul Muis No. 8
Pasuruan, JI 91725",+62803-4047-9231,Sudah menikah,73500000
CUS_171328,Maman Mandasari,wanita,SD,52,"Jl. Kapten Muslihat No. 25
Gorontalo, Kalimantan Timur 79595",+62827-3785-3265,Single,16500000
CUS_173617,Nadia Mulyani,wanita,SMP,57,"Jalan Gedebage Selatan No. 77
Cirebon, Sumatera Utara 40798",+62807-0984-1667,Single,49000000
CUS_174440,Galang Usamah,pria,Sarjana,40,"Gang Soekarno Hatta No. 4
Madiun, PB 59162",+62873-4846-7375,Single,67000000
CUS_175979,Tantri Riyanti,wanita,SMP,21,"Gang Cihampelas No. 2
Mataram, KB 71325",+62860-0231-1370,Sudah menikah,10000000
CUS_176536,Danuja Saragih,wanita,SMP,48,"Gg. Jend. Sudirman No. 417
Manado, Nusa Tenggara Barat 17751",+62869-6543-8627,Single,65500000
CUS_178257,"R. Wardaya Kurniawan, S.T.",wanita,Sarjana,41,"Gang Rajawali Barat No. 6
Pontianak, Kalimantan Utara 02808",+62888-7000-2423,Sudah menikah,67500000
CUS_179092,Laras Tarihoran,pria,SD,44,"Jalan Wonoayu No. 333
Ternate, BE 58667",+62868-3008-2073,Sudah menikah,27500000
CUS_181043,Cakrajiya Nurdiyanti,pria,SD,40,"Jalan Rungkut Industri No. 45
Banjarmasin, BB 11682",+62840-8417-9939,Sudah menikah,75500000
CUS_181074,Ir. Edi Prasetyo,pria,Sarjana,30,"Jalan Pasteur No. 8
Kendari, PB 88648",+62842-9899-1051,Single,57000000
CUS_182293,Garang Haryanto,wanita,SMP,55,"Gg. Peta No. 0
Ambon, SU 21512",+62891-3485-2215,Single,12000000
CUS_183569,dr. Jayadi Saputra,pria,Doktor,46,"Jalan Monginsidi No. 2
Mataram, LA 23167",+62870-1984-0397,Sudah menikah,21500000
CUS_186570,Jaeman Sihombing,wanita,SMA/SMK/MA,35,"Jl. Sadang Serang No. 490
Kota Administrasi Jakarta Barat, JI 33380",+62804-8119-2143,Single,83000000
CUS_190151,Prasetya Pranowo,wanita,SMA/SMK/MA,54,"Gang Ahmad Yani No. 1
Singkawang, JB 21333",+62837-6285-8491,Sudah menikah,80500000
CUS_194134,Sutan Soleh Napitupulu,wanita,SMP,20,"Jalan Cikapayang No. 56
Kota Administrasi Jakarta Pusat, JT 13632",+62888-2709-9607,Single,39000000
CUS_194626,"T. Indra Hidayat, S.Pt",wanita,Sarjana,34,"Jalan Kendalsari No. 169
Semarang, Nusa Tenggara Timur 64254",+62825-5665-7934,Sudah menikah,33500000
CUS_195668,"Gilda Ardianto, M.Kom.",pria,Magister,52,"Gg. Gardujati No. 585
Tanjungpinang, Kalimantan Tengah 71326",+62883-4728-0994,Single,27000000
CUS_195693,"Dr. Reksa Waskita, S.Sos",pria,Doktor,57,"Gg. Cihampelas No. 4
Kediri, SS 70901",+62847-0832-8741,Single,26000000
CUS_197471,Hasan Firmansyah,pria,SMP,59,"Gg. R.E Martadinata No. 0
Probolinggo, SS 82982",+62893-9748-7580,Single,94500000
CUS_197487,"Wirda Pangestu, S.Ked",pria,Sarjana,36,"Gang Gedebage Selatan No. 4
Sungai Penuh, GO 14431",+62855-5673-7951,Sudah menikah,71000000
CUS_198216,Raden Laksmiwati,wanita,Sarjana,40,"Jalan Indragiri No. 983
Sungai Penuh, GO 36360",+62801-9587-7205,Sudah menikah,83000000
CUS_199231,Hj. Nabila Padmasari,wanita,SMP,56,"Jl. K.H. Wahid Hasyim No. 03
Solok, JB 17998",+62830-0882-1506,Sudah menikah,96000000
CUS_199840,"KH. Ibun Hariyah, S.I.Kom",pria,Sarjana,30,"Jalan Rajawali Barat No. 82
Bukittinggi, MA 60757",+62887-7061-8496,Sudah menikah,29500000
CUS_200503,Maryanto Januar,wanita,Sarjana,58,"Gang BKR No. 670
Depok, Kalimantan Timur 75925",+62823-5937-9029,Sudah menikah,47500000
CUS_201127,Lintang Natsir,wanita,SMP,21,"Gg. Bangka Raya No. 3
Palangkaraya, Kalimantan Barat 87149",+62876-8746-4632,Single,43000000
CUS_202573,R.M. Dimas Prastuti,wanita,SMA/SMK/MA,53,"Gg. Ciumbuleuit No. 234
Mataram, BA 79702",+62810-3759-7046,Single,74000000
CUS_203438,Wirda Tarihoran,wanita,Sarjana,30,"Jalan PHH. Mustofa No. 88
Balikpapan, Sumatera Barat 59320",+62875-3927-0194,Sudah menikah,77500000
CUS_205144,Wadi Wastuti,pria,Sarjana,34,"Jl. Setiabudhi No. 605
Kendari, Kepulauan Bangka Belitung 02632",+62802-5254-2601,Single,81500000
CUS_205153,"Hj. Tira Wibisono, S.E.",wanita,Sarjana,44,"Gang Merdeka No. 19
Padang, Sumatera Utara 76811",+62802-1603-4588,Single,43000000
CUS_206692,Langgeng Permadi,pria,SMA/SMK/MA,45,"Gang Tubagus Ismail No. 999
Padangpanjang, JT 04333",+62802-0365-9170,Sudah menikah,22500000
CUS_207374,Drs. Paris Santoso,wanita,Doktor,59,"Gang Jayawijaya No. 78
Pematangsiantar, Sulawesi Tengah 14943",+62891-1890-8884,Single,61500000
CUS_207904,Wani Megantara,pria,SMP,48,"Jl. Ciwastra No. 5
Padangpanjang, JB 13051",+62825-3360-3043,Single,8500000
CUS_209240,Dt. Adhiarja Lestari,wanita,Sarjana,40,"Jl. K.H. Wahid Hasyim No. 8
Mataram, DKI Jakarta 39647",+62866-5323-3236,Single,62000000
CUS_210860,"Rama Halimah, S.T.",wanita,Sarjana,51,"Gang Pasteur No. 604
Mataram, Kepulauan Bangka Belitung 53544",+62882-8578-8168,Single,27500000
CUS_211556,Lili Gunarto,wanita,SMP,55,"Jalan Rumah Sakit No. 83
Kota Administrasi Jakarta Pusat, Papua 25120",+62804-4854-7357,Single,86000000
CUS_211853,Wirda Lazuardi,wanita,SD,24,"Gang Kiaracondong No. 455
Ternate, DI Yogyakarta 47830",+62803-2165-6289,Single,82000000
CUS_212247,Hj. Kania Wijaya,wanita,SMP,60,"Gang Antapani Lama No. 72
Lhokseumawe, Bengkulu 17899",+62893-4799-4749,Sudah menikah,50500000
CUS_215916,"T. Dodo Setiawan, S.Psi",pria,Sarjana,38,"Jl. Laswi No. 19
Banda Aceh, Kalimantan Timur 36130",+62876-7424-7153,Sudah menikah,72500000
CUS_216547,Yoga Mayasari,pria,SMP,57,"Jl. Gegerkalong Hilir No. 9
Cilegon, Sumatera Selatan 05209",+62879-1840-7644,Single,75000000
CUS_216583,"Cinta Widiastuti, M.Farm",pria,Magister,56,"Gg. Surapati No. 868
Kota Administrasi Jakarta Timur, Kalimantan Selatan 25034",+62891-6834-0395,Single,88500000
CUS_216929,Tari Purnawati,pria,SMA/SMK/MA,51,"Gang Ir. H. Djuanda No. 13
Kota Administrasi Jakarta Pusat, Kepulauan Riau 24207",+62830-2164-3428,Single,14000000
CUS_217136,Indra Hardiansyah,wanita,SMP,39,"Jalan BKR No. 1
Dumai, Sulawesi Tenggara 06832",+62824-0846-1393,Single,67500000
CUS_218082,Tgk. Halima Mandala,wanita,SD,31,"Gang Setiabudhi No. 93
Tarakan, JA 85882",+62804-9107-7593,Sudah menikah,55500000
CUS_219775,H. Edward Prabowo,wanita,SD,15,"Gg. Sadang Serang No. 0
Banda Aceh, Sulawesi Selatan 30621",+62842-3264-9378,Sudah menikah,12000000
CUS_220556,Marsudi Simbolon,pria,Sarjana,29,"Gg. Cikapayang No. 809
Meulaboh, KB 74417",+62808-9280-9412,Sudah menikah,96000000
CUS_220788,Purwa Padmasari,wanita,SD,37,"Gg. Ahmad Yani No. 119
Langsa, Kalimantan Utara 11397",+62806-4137-0291,Sudah menikah,8500000
CUS_222781,"Surya Rajata, S.Pt",wanita,Sarjana,26,"Gang Raya Ujungberung No. 934
Tebingtinggi, Sulawesi Barat 44828",+62841-2061-0850,Single,82000000
CUS_222787,Irma Wijayanti,wanita,SD,19,"Gang H.J Maemunah No. 0
Kota Administrasi Jakarta Utara, JA 38777",+62861-7632-4654,Sudah menikah,33000000
CUS_222918,Oliva Ardianto,pria,SD,18,"Jl. Sukajadi No. 769
Palangkaraya, Jawa Tengah 44824",+62817-1523-8579,Single,13000000
CUS_223647,Harsaya Utami,wanita,Sarjana,56,"Gg. Medokan Ayu No. 2
Jambi, DI Yogyakarta 71762",+62858-1486-3504,Sudah menikah,90000000
CUS_224185,Darijan Hidayanto,pria,SD,29,"Jalan Cikapayang No. 077
Payakumbuh, RI 57268",+62843-4562-7833,Single,96500000
CUS_224513,"Sadina Wibisono, M.Farm",wanita,Magister,60,"Jl. Rajiman No. 4
Sabang, Kalimantan Utara 37295",+62857-4746-2117,Sudah menikah,68000000
CUS_225125,"drg. Usyi Riyanti, S.IP",wanita,Sarjana,47,"Gang Moch. Ramdan No. 44
Mataram, GO 22308",+62854-5966-1633,Sudah menikah,64500000
CUS_227451,"dr. Adiarja Suryatmi, M.Kom.",pria,Doktor,58,"Jl. Dipenogoro No. 2
Dumai, Nusa Tenggara Timur 72169",+62860-6060-9327,Single,54000000
CUS_227831,Jindra Pranowo,wanita,SMP,19,"Jalan Gardujati No. 2
Magelang, MA 57759",+62821-1277-6148,Single,65500000
CUS_228248,"Dr. Hasna Zulkarnain, M.Kom.",pria,Doktor,31,"Gg. Lembong No. 44
Kotamobagu, BE 00886",+62849-7300-8179,Sudah menikah,57000000
CUS_228493,Silvia Nuraini,pria,SMA/SMK/MA,30,"Gg. Stasiun Wonokromo No. 7
Bukittinggi, JK 19292",+62819-6783-4530,Single,73500000
CUS_233023,Adinata Nugroho,wanita,SMA/SMK/MA,44,"Jalan Setiabudhi No. 93
Madiun, BA 21733",+62812-1097-9437,Single,35000000
CUS_233894,"Tgk. Martaka Uyainah, S.Pd",wanita,Sarjana,45,"Gg. Cikapayang No. 3
Blitar, BB 74202",+62840-4136-6511,Sudah menikah,87000000
CUS_234637,Dr. Aurora Putra,pria,Doktor,30,"Gang Dipenogoro No. 001
Banjar, Sulawesi Tengah 08474",+62843-0387-2217,Sudah menikah,31500000
CUS_238565,"drg. Raihan Winarsih, M.Kom.",wanita,Magister,42,"Jalan W.R. Supratman No. 174
Bontang, Jawa Barat 86299",+62879-3862-0280,Single,95000000
CUS_239620,Jamal Zulaika,pria,SMP,42,"Jl. Dipatiukur No. 73
Tegal, Kalimantan Utara 61061",+62814-6461-2141,Sudah menikah,16500000
CUS_239757,"Padma Prayoga, S.IP",pria,Sarjana,40,"Gang Kutisari Selatan No. 96
Balikpapan, Lampung 78272",+62862-4989-5272,Sudah menikah,90500000
CUS_242712,Hasna Hidayat,wanita,SD,48,"Gg. Asia Afrika No. 068
Gorontalo, DI Yogyakarta 88792",+62885-5452-2748,Sudah menikah,51500000
CUS_242852,Hamima Pradipta,pria,SD,37,"Gg. Kendalsari No. 917
Cilegon, AC 84650",+62831-7187-9302,Single,43500000
CUS_242901,Danang Zulaika,pria,SD,58,"Gg. Rajawali Timur No. 45
Pangkalpinang, NT 92042",+62859-1468-3108,Single,44000000
CUS_243699,Ghaliyati Uwais,pria,SMP,46,"Gang Suniaraja No. 392
Banda Aceh, BE 20083",+62871-5528-7675,Single,70000000
CUS_244290,Juli Kusumo,pria,SMP,55,"Gang Stasiun Wonokromo No. 44
Bekasi, Kalimantan Tengah 81305",+62813-7117-0241,Sudah menikah,54500000
CUS_244758,"Estiawan Mangunsong, S.Kom",pria,Sarjana,38,"Jalan Kiaracondong No. 790
Kupang, Aceh 34768",+62854-1883-7106,Sudah menikah,51000000
CUS_244965,Rudi Maryadi,wanita,SMP,38,"Gang Kendalsari No. 1
Banda Aceh, GO 09394",+62801-5262-5287,Single,17500000
CUS_247046,R. Danu Nainggolan,pria,SMP,23,"Jl. Jend. Sudirman No. 707
Sibolga, Jawa Timur 48046",+62850-2190-4934,Single,21500000
CUS_247504,"Prima Winarno, S.Farm",pria,Sarjana,57,"Jalan Cikapayang No. 28
Kupang, DKI Jakarta 80316",+62855-0965-0006,Single,27000000
CUS_248249,drg. Kasiran Anggriawan,wanita,SMP,16,"Jl. Cikutra Barat No. 97
Serang, Papua Barat 86507",+62897-7603-1227,Sudah menikah,47500000
CUS_249780,"Muni Habibi, S.Pt",wanita,Sarjana,36,"Jalan Dipenogoro No. 171
Pekalongan, Nusa Tenggara Barat 86891",+62888-3489-5586,Single,65500000
CUS_249991,Zizi Mayasari,wanita,SMA/SMK/MA,45,"Jl. M.T Haryono No. 43
Kediri, BT 65022",+62807-8768-7739,Sudah menikah,34000000
CUS_250367,"Malika Uwais, S.T.",pria,Sarjana,56,"Jalan Bangka Raya No. 1
Banjar, Papua 67161",+62829-1792-5508,Sudah menikah,49000000
CUS_252846,"Dagel Hardiansyah, M.M.",pria,Magister,58,"Gang Cikutra Timur No. 2
Kotamobagu, Jawa Timur 54972",+62886-6508-8479,Single,58000000
CUS_253522,Teguh Pangestu,pria,SMA/SMK/MA,36,"Gg. Cihampelas No. 36
Ambon, Kalimantan Selatan 95499",+62873-6818-4871,Sudah menikah,68000000
CUS_253527,Wadi Permata,pria,SD,38,"Jalan Tebet Barat Dalam No. 0
Kediri, Kalimantan Timur 29023",+62889-1837-2721,Sudah menikah,88500000
CUS_255900,Hardana Permata,pria,SD,46,"Jl. Sukabumi No. 79
Denpasar, KR 01620",+62808-7144-6141,Sudah menikah,61000000
CUS_258435,"dr. Lutfan Safitri, S.E.I",pria,Doktor,46,"Gg. Abdul Muis No. 493
Tangerang, Sumatera Selatan 71987",+62881-2452-2645,Sudah menikah,89000000
CUS_258683,Dr. Yunita Pertiwi,wanita,Doktor,59,"Gg. Jend. A. Yani No. 342
Kotamobagu, Kalimantan Tengah 51342",+62813-7121-9876,Sudah menikah,25500000
CUS_260436,"Eman Haryanto, S.Pt",wanita,Sarjana,55,"Gang Cikutra Timur No. 785
Batam, BE 94127",+62827-9437-1920,Sudah menikah,72500000
CUS_261132,"Gawati Yuniar, M.M.",pria,Magister,43,"Gang Ronggowarsito No. 07
Kotamobagu, Maluku Utara 81589",+62814-8582-4883,Sudah menikah,83000000
CUS_265474,"Dr. Padmi Hariyah, S.H.",pria,Doktor,44,"Jalan Kutai No. 534
Pontianak, Kalimantan Timur 70709",+62868-3594-5476,Sudah menikah,15000000
CUS_265480,"H. Darimin Irawan, S.Pd",pria,Sarjana,43,"Jl. Astana Anyar No. 2
Salatiga, Sulawesi Tenggara 44702",+62861-8466-6536,Single,68000000
CUS_267435,"Drs. Vanesa Siregar, M.Kom.",wanita,Doktor,31,"Jl. Waringin No. 851
Tarakan, Kalimantan Timur 15046",+62884-9004-1282,Sudah menikah,55500000
CUS_268235,"T. Banawi Pudjiastuti, M.Ak",wanita,Magister,54,"Jalan Asia Afrika No. 2
Malang, Bengkulu 00745",+62810-0701-3428,Single,41000000
CUS_268917,Sutan Rangga Wacana,pria,SMP,20,"Gg. Jayawijaya No. 6
Payakumbuh, PB 03674",+62889-5644-4418,Single,18000000
CUS_271131,dr. Oni Maryadi,wanita,Doktor,35,"Jl. Rawamangun No. 6
Banda Aceh, AC 15732",+62856-3548-5196,Single,61000000
CUS_273719,Ghaliyati Simbolon,wanita,Sarjana,33,"Gang Gegerkalong Hilir No. 6
Padang, Jawa Timur 50803",+62899-3994-6690,Single,42500000
CUS_274239,Drs. Marsito Nurdiyanti,pria,Doktor,38,"Jalan W.R. Supratman No. 8
Palangkaraya, SU 46281",+62890-8601-2542,Single,46500000
CUS_274787,"Safina Haryanto, S.Psi",pria,Sarjana,36,"Jalan Tubagus Ismail No. 591
Tegal, Jawa Timur 97866",+62865-4934-0093,Single,49000000
CUS_275403,Perkasa Purnawati,wanita,SMA/SMK/MA,55,"Jalan Surapati No. 05
Blitar, MA 70489",+62878-1390-2967,Single,19500000
CUS_275749,Ani Andriani,wanita,SMA/SMK/MA,52,"Gg. Ronggowarsito No. 646
Sorong, Kalimantan Utara 12347",+62840-7070-8578,Sudah menikah,59500000
CUS_275851,Warsita Pudjiastuti,pria,SD,60,"Jl. Monginsidi No. 2
Kendari, PB 44248",+62867-9351-3284,Sudah menikah,99000000
CUS_276636,Mursinin Oktaviani,wanita,Sarjana,37,"Jalan Ronggowarsito No. 61
Subulussalam, MU 12284",+62861-9058-3020,Sudah menikah,27500000
CUS_278231,Kiandra Mahendra,pria,Sarjana,26,"Gang Ir. H. Djuanda No. 8
Malang, Sulawesi Tenggara 59587",+62830-4997-2468,Sudah menikah,42500000
CUS_278704,Ajeng Pradipta,pria,SD,34,"Gg. Sukabumi No. 7
Banjar, LA 30732",+62843-1059-1735,Sudah menikah,99500000
CUS_280551,Dian Salahudin,wanita,SD,20,"Gang Wonoayu No. 963
Kupang, Bengkulu 11044",+62883-6570-4043,Sudah menikah,57000000
CUS_281443,"Agnes Maheswara, S.E.I",wanita,Sarjana,55,"Gg. M.T Haryono No. 67
Bengkulu, Kalimantan Selatan 34424",+62872-6380-0557,Single,80500000
CUS_286135,Padmi Susanti,wanita,SMP,45,"Gang Lembong No. 5
Palembang, JB 74950",+62803-4811-6956,Single,5000000
CUS_287508,Violet Pangestu,wanita,SD,53,"Gang Sukajadi No. 2
Palembang, NT 00686",+62882-4517-7209,Single,55500000
CUS_287811,"Latif Irawan, M.Farm",pria,Magister,58,"Jl. Cikutra Timur No. 67
Bau-Bau, Papua 23552",+62848-6024-8442,Single,59500000
CUS_287952,R.A. Jasmin Santoso,wanita,SMA/SMK/MA,32,"Gang Bangka Raya No. 986
Yogyakarta, Lampung 80245",+62844-0177-8283,Sudah menikah,41000000
CUS_288217,Wirda Jailani,pria,SD,60,"Gg. Moch. Toha No. 301
Tarakan, SB 71531",+62864-6976-7483,Single,69500000
CUS_292753,Eja Riyanti,wanita,SMP,42,"Gg. Kapten Muslihat No. 919
Tarakan, Nusa Tenggara Timur 07168",+62888-8612-4223,Sudah menikah,7500000
CUS_293287,Pandu Permata,wanita,SMA/SMK/MA,38,"Gg. Dr. Djunjunan No. 07
Bima, Bengkulu 04948",+62846-7702-2985,Sudah menikah,79500000
CUS_293307,Drs. Fitria Susanti,pria,Doktor,47,"Gg. Ronggowarsito No. 5
Tomohon, YO 41810",+62825-0891-9203,Sudah menikah,43500000
CUS_293715,Dr. Digdaya Utama,wanita,Doktor,32,"Gg. Pasteur No. 72
Tarakan, Nusa Tenggara Barat 41753",+62874-4703-4393,Sudah menikah,68500000
CUS_294029,H. Dartono Prasasta,pria,SMP,38,"Jalan R.E Martadinata No. 8
Purwokerto, LA 14533",+62823-8924-3038,Single,67000000
CUS_294697,Kamaria Suryono,pria,Sarjana,55,"Gg. Stasiun Wonokromo No. 93
Ambon, SS 61021",+62807-4534-3834,Single,31500000
CUS_295091,Febi Hartati,pria,Sarjana,39,"Jalan Dipenogoro No. 58
Kota Administrasi Jakarta Timur, NB 31617",+62827-1634-7019,Single,25000000
CUS_295897,Wahyu Habibi,pria,Sarjana,28,"Gang Rungkut Industri No. 045
Ambon, JI 70169",+62818-6663-8721,Single,81500000
CUS_296313,"Ira Hidayat, S.E.",pria,Sarjana,48,"Jalan Gegerkalong Hilir No. 55
Depok, JK 33109",+62868-1283-3505,Single,45000000
CUS_296748,"Dr. Lili Agustina, S.Sos",wanita,Doktor,53,"Gg. KH Amin Jasuta No. 9
Bukittinggi, Sulawesi Selatan 61961",+62801-5630-2644,Sudah menikah,93500000
CUS_298193,Kasusra Marbun,pria,Sarjana,39,"Gg. Pelajar Pejuang No. 1
Payakumbuh, SU 25500",+62886-1691-3205,Sudah menikah,68000000
CUS_299024,Novi Waskita,pria,SMA/SMK/MA,50,"Gg. M.H Thamrin No. 0
Dumai, BT 67479",+62891-6906-6673,Sudah menikah,25000000
CUS_299652,Silvia Rahayu,pria,SMA/SMK/MA,43,"Jalan Cikutra Barat No. 6
Salatiga, SB 59238",+62894-1375-5823,Single,70500000
CUS_299671,Asmuni Damanik,wanita,SD,19,"Gang Rawamangun No. 75
Pontianak, Lampung 68996",+62878-4369-3263,Single,10000000
CUS_299706,Mujur Dongoran,wanita,Sarjana,39,"Jl. Ciumbuleuit No. 657
Makassar, Kalimantan Selatan 34891",+62827-6829-2796,Single,94500000
CUS_304369,Lidya Firmansyah,wanita,SMP,17,"Jalan S. Parman No. 7
Mataram, AC 42733",+62872-5027-9378,Sudah menikah,55500000
CUS_305188,Umi Pranowo,pria,SD,48,"Jl. Surapati No. 2
Sungai Penuh, Sumatera Selatan 67271",+62835-4401-1687,Sudah menikah,11000000
CUS_306787,"Lalita Kuswandari, M.Ak",pria,Magister,52,"Jl. Ciumbuleuit No. 165
Sabang, Sulawesi Selatan 60175",+62836-5000-8769,Sudah menikah,77000000
CUS_307811,Dt. Kasim Wibisono,pria,SMP,26,"Jalan Tubagus Ismail No. 17
Dumai, Riau 23277",+62827-2167-7655,Single,28000000
CUS_308811,Latif Winarsih,pria,SMA/SMK/MA,19,"Gang Dipatiukur No. 1
Bogor, SR 00239",+62851-5106-9151,Sudah menikah,65000000
CUS_308916,"Ophelia Sitompul, M.Pd",pria,Magister,37,"Jalan Yos Sudarso No. 9
Bekasi, PA 34513",+62893-0289-2968,Single,12500000
CUS_309014,"Dewi Riyanti, S.Kom",pria,Sarjana,49,"Jl. Raya Ujungberung No. 510
Bima, Kalimantan Selatan 23472",+62820-1075-1684,Single,97500000
CUS_309444,H. Kasiran Kuswandari,wanita,Sarjana,25,"Gang Rajiman No. 14
Ambon, KT 45384",+62843-3464-4074,Single,21500000
CUS_310605,Sadina Sudiati,pria,SMP,56,"Jalan Cempaka No. 184
Yogyakarta, Nusa Tenggara Timur 05914",+62886-0223-6863,Sudah menikah,7500000
CUS_311184,Fitria Firmansyah,pria,Sarjana,34,"Jl. Sukabumi No. 2
Langsa, Sumatera Selatan 67673",+62886-5159-9639,Sudah menikah,58000000
CUS_311555,Adinata Utami,pria,SMP,38,"Gg. Jend. A. Yani No. 367
Banjarmasin, NB 07318",+62851-1626-5210,Sudah menikah,80000000
CUS_313704,Dr. Emong Rahimah,pria,Doktor,53,"Gg. Ciumbuleuit No. 497
Madiun, AC 96362",+62871-8863-0092,Single,40000000
CUS_315967,"Agus Marbun, S.IP",wanita,Sarjana,36,"Gang Indragiri No. 5
Solok, Nusa Tenggara Barat 19928",+62803-4346-4659,Single,37000000
CUS_316623,"Yuliana Mustofa, S.E.",pria,Sarjana,32,"Gg. Kiaracondong No. 052
Sawahlunto, Kalimantan Utara 86873",+62882-0806-8222,Sudah menikah,23500000
CUS_319189,Ganda Prayoga,wanita,SD,19,"Jalan R.E Martadinata No. 03
Pasuruan, DI Yogyakarta 52688",+62887-1740-2466,Single,54000000
CUS_320099,"Tira Santoso, S.E.",wanita,Sarjana,33,"Jl. Waringin No. 073
Balikpapan, SR 93780",+62851-7379-3260,Sudah menikah,99000000
CUS_321709,Ulva Mulyani,wanita,Sarjana,28,"Jalan Rajiman No. 457
Sungai Penuh, Maluku 51258",+62838-9267-5212,Sudah menikah,71500000
CUS_322502,Tami Pangestu,wanita,Sarjana,56,"Gang Setiabudhi No. 3
Surakarta, KT 16158",+62893-1658-3083,Sudah menikah,69500000
CUS_322985,Tania Natsir,pria,Sarjana,45,"Gg. Laswi No. 248
Palopo, BB 38419",+62887-9414-0737,Sudah menikah,58000000
CUS_324250,Kariman Purnawati,wanita,SMP,47,"Gg. Asia Afrika No. 7
Langsa, PB 46752",+62820-6263-0493,Sudah menikah,58500000
CUS_324891,Ir. Tami Saefullah,wanita,Sarjana,49,"Gg. HOS. Cokroaminoto No. 8
Makassar, KS 03601",+62861-4730-0606,Single,57000000
CUS_325541,"Drs. Ihsan Novitasari, S.Sos",pria,Doktor,47,"Jl. PHH. Mustofa No. 678
Pangkalpinang, DI Yogyakarta 73399",+62836-9908-2712,Sudah menikah,30000000
CUS_327202,Estiawan Widodo,wanita,Sarjana,35,"Jl. Pasirkoja No. 57
Kota Administrasi Jakarta Utara, Sulawesi Tenggara 55040",+62844-4554-7981,Single,47000000
CUS_328846,Gambira Narpati,wanita,SMP,40,"Gg. Cikutra Timur No. 60
Dumai, Bali 25216",+62848-7168-0680,Single,90500000
CUS_330994,"Gatra Dongoran, S.E.I",pria,Sarjana,59,"Gg. Tubagus Ismail No. 70
Mojokerto, Riau 60013",+62880-9465-8244,Sudah menikah,80000000
CUS_332480,"Puti Jessica Hidayanto, S.I.Kom",pria,Sarjana,31,"Jl. Kendalsari No. 368
Prabumulih, Sumatera Selatan 82082",+62849-0227-9727,Sudah menikah,64000000
CUS_333806,"Tiara Hastuti, S.Gz",wanita,Sarjana,53,"Jalan Monginsidi No. 20
Kupang, Kalimantan Barat 28904",+62808-6628-4205,Single,80000000
CUS_335917,Prayitna Sihombing,wanita,SMP,22,"Gg. Stasiun Wonokromo No. 0
Langsa, Kepulauan Riau 24950",+62895-4324-9869,Sudah menikah,40500000
CUS_337062,Dr. Wardaya Laksmiwati,wanita,Doktor,44,"Jalan Abdul Muis No. 74
Bekasi, Sulawesi Barat 55468",+62811-5432-5211,Single,54500000
CUS_339133,"Tgk. Unggul Napitupulu, S.Psi",pria,Sarjana,26,"Jalan Rajawali Timur No. 1
Banjarmasin, Sumatera Selatan 00878",+62830-9674-3293,Single,80000000
CUS_339319,Jane Wijayanti,pria,Sarjana,44,"Gang Pasirkoja No. 16
Samarinda, Banten 83082",+62842-5945-1673,Single,23000000
CUS_339418,Rina Putra,pria,SMP,48,"Jalan Ahmad Yani No. 32
Pagaralam, YO 89831",+62834-2327-4369,Single,90000000
CUS_340970,Yani Wahyuni,wanita,Sarjana,44,"Gg. S. Parman No. 670
Kota Administrasi Jakarta Utara, Lampung 51193",+62863-8703-7412,Single,66500000
CUS_341864,R. Galar Simanjuntak,wanita,SD,55,"Jl. Setiabudhi No. 80
Pasuruan, SU 33447",+62835-4773-3529,Sudah menikah,81000000
CUS_342136,Gantar Safitri,wanita,SMA/SMK/MA,59,"Gang Raya Setiabudhi No. 26
Tual, Jawa Tengah 33668",+62864-3639-7315,Single,68500000
CUS_344198,Rini Siregar,pria,SMP,44,"Jl. Dr. Djunjunan No. 72
Gorontalo, LA 79580",+62869-3406-0653,Sudah menikah,95000000
